Secondary School Code,School Name,Address Line #1,Address Line #2,Domestic Address #3,City,State,ZIP,Foreign Address #3,Country Name,Website
824245,INTEGRATED CENT HIGH SCHOOL,POST OFFICE BOX 250,,,LEWISPORTE,NL,A0G,3A0,CANADA,
824246,HOLY SPIRIT HIGH SCHOOL,2694 TOPSAIL ROAD,,,CONCEPTION BAY S,NL,A1W,4B1,CANADA,
824247,MARY SIMMS ALL GRADE SCHOOL,MARY SIMMS ALL GRADE SCHOOL,,,MAINBROOK,NL,A0K,3N0,CANADA,
824248,MARYSTOWN CENTRAL HIGH SCHOOL,POST OFFICE BOX 549,,,MARYSTOWN,NL,A0E,2M0,CANADA,
824249,E A BUTLER HIGH SCHOOL,POST OFFICE BOX 10,,,MCKAYS,NL,A0N,1G0,CANADA,
824250,MOUNT PEARL SENIOR HIGH,50 RUTH AVE.,,,MOUNT PEARL,NL,A1N,2H5,CANADA,
824251,LITTLE HEARTS EASE ALL GRADE S,POST OFFICE BOX 40,,,LTL HEARTS EASE,NL,A0E,2K0,CANADA,
824252,ODONEL HIGH SCHOOL,155 RUTH AVENUE,,,MOUNT PEARL,NL,A1N,2W4,CANADA,
824260,HERITAGE COLLEGIATE,1 MAIN STREET,,,LETHBRIDGE,NL,A0C,1V0,CANADA,
824268,BACCALIEU COLLEGIATE,PO BOX 10,,,OLD PERLICAN,NL,A0A,3G0,CANADA,
824284,DORSET COLLEGIATE,PO BOX 10,,,PILLEY'S IS1,NL,A0J,1M0,CANADA,
824287,SAINT AUGUSTINES CENTRAL HIGH,BOX 70,,,PLUM POINT,NL,A0K,4A0,CANADA,
824290,SAINT JAMES REGIONAL HS,POST OFFICE BOX 910,,,PORT AUX BASQUES,NL,A0M,1C0,CANADA,
824295,RONCOLLI CENTRAL HIGH SCHOOL,POST OFFICE BOX 119,,,PT SAUNDERS,NL,A0K,4H0,CANADA,
824296,PREECEVILLE SCHOOL,225 1ST ST NW,,,PREECEVILLE,SK,S0A,3B0,CANADA,
824304,EVELY INTERGRATED SCHOOL,CLOUD DRIVE,,,RODDICKTON,NL,A0K,2J0,CANADA,
824310,CHRIST THE KING ALL GRADE SCH,GENERAL DELIVERY,,,RUSHOON,NL,A0E,2S0,CANADA,
824330,HARRIOT CURTIS COLLEGIATE SCH,HIGH SCHOOL RD,PO BOX 219,,ST ANTHONY,NL,A0K,4S0,CANADA,
824335,SAINT BERNARDS ALL GRADE SCH,POST OFFICE BOX 83,SAINT BERNARDS,,FORTUNE BAY,NL,A0E,2T0,CANADA,
824339,BEACONSFIELD HIGH SCHOOL,210 WATERFORD BRIDGE RD,,,ST JOHNS,NL,A1E,1.00E+02,CANADA,
824340,BISHOPS COLLEGE,190 PENNYWELL RD,,,ST JOHNS,NL,A1C,2L6,CANADA,
824342,ECOLE FRANCAISE DE SAINT JEAN,65 RIDGE RD,,,ST JEAN TR NEUVE,NL,A1B,4P5,CANADA,
824343,EUGENE VATERS PENTECOSTAL COLL,15 LARKHALL STREET,,,ST JOHNS,NL,A1B,2C4,CANADA,
824350,WATERFORD VALLEY HIGH,465 TOPSAIL RD,,,ST JOHNS,NL,A1E,0.00E+00,CANADA,
824361,ST BONAVENTURES COLLEGE,2A BONAVENTURE AVE,,,ST JOHNS,NL,A1C,6B3,CANADA,
824364,CRESCENT COLLEGIATE,POST OFFICE BOX 150,,,SOUTH DILDO,NL,A0B,1R0,CANADA,
824392,CLOUD RIVER ACADEMY,23 CLOUD RIVER DR,,,RODDICKTON,NL,A0K,4P0,CANADA,
824393,SCOTT COLLEGIATE,3355 6TH AVE,,,REGINA,SK,S4T,4L8,CANADA,
824394,GONZAGA REGIONAL HIGH SCHOOL,20 SMITHVILLE CRES,,,ST JOHNS,NL,A1B,2V2,CANADA,
824396,HOLY HEART OF MARY HIGH SCHOOL,55 BONAVENTURE AVENUE,,,ST JOHNS,NL,A1C,3Z3,CANADA,
824400,PRINCE OF WALES COLLEGIATE,24 PATON ST.,,,ST JOHNS,NL,A1B,3.00E+07,CANADA,
824406,ST JOHN BREBEUF REGIONAL SE SC,2747 TOWNLINE RD,,,ABBOTSFORD,BC,V2T,5.00E+01,CANADA,
824410,ST LAWRENCE CENTRAL HS,POST OFFICE BOX 336,,,ST LAWRENCE,NL,A0E,2V0,CANADA,
824445,STEPHENVILLE HIGH SCHOOL,PO 5100 STN MAIN,,,STEPHENVILLE,NL,A2N,3M6,CANADA,
824469,NEW WORLD ISLAND ACADEMY,PO BOX 130,,,SUMMERFORD,NL,A0G,4.00E+00,CANADA,
824470,SWIFT CURRENT ALL GRADE SCH,PO BOX 40,,,SWIFT CURRENT,NL,A0E,2W0,CANADA,
824480,HOLY TRINITY HIGH SCHOOL,23 LYNCHS LN,,,TORBAY,NL,A1K,1A6,CANADA,
824540,ST JOSEPHS ALL GRADE SCHOOL,ST JOSEPHS ALL GRADE SCHOOL,,,TERRENCEVLLE,NL,A0E,2X0,CANADA,
824569,ROYAL CANADIAN COLLEGE,8610 ASH ST,,,VANCOUVER,BC,V6P,3M2,CANADA,
824890,VAUXHALL HIGH SCHOOL,PO BOX 618,,,VAUXHALL,AB,T0K,2K0,CANADA,
825020,AMHERST REGIONAL HIGH SCHOOL,190 WILLOW ST,,,AMHERST,NS,B4H,3W5,CANADA,
825022,AUBURN DRIVE HIGH SCHOOL,300 AUBURN DR,,,COLE HARBOUR,NS,B2W,6.00E+09,CANADA,
825030,ANNAPOLIS WESTERN EDUC CENTRE,100 CHAMPLAIN DRIVE,PO BOX 399,,ANNPLS RYL,NS,B0S,1A0,CANADA,
825035,DR J H GILLIS REGIONAL HS,105 BRAEMORE AVENUE,,,ANTIGONISH,NS,B2G,1L3,CANADA,
825060,WEST KINGS DISTRICT HIGH SCHL,1941 HWY 1,PO BOX 79,,AUBURN,NS,B0P,1A0,CANADA,
825090,BADDECK ACADEMY,320 SHORE RD,,,BADDECK,NS,B0E,1B0,CANADA,
825100,BARRINGTON MUNICIPAL HS,BOX 40,,,BARRINGTON PASS,NS,B0W,1G0,CANADA,
825121,CHARLES P ALLEN HIGH SCHOOL,200 INNOVATION DRIVE,,,BEDFORD,NS,B4B,0G4,CANADA,
825125,SACKVILLE HIGH SCHOOL,479 GLENDALE DRIVE,,,LWR SACKVLLE,NS,B4C,2Y9,CANADA,
825150,BRIDGETOWN REGIONAL CMNTY SCHL,PO BOX 40,,,BRIDGETOWN,NS,B0S,1C0,CANADA,
825170,BRIDGEWATER HIGH SCHOOL,100 YORK ST.,,,BRIDGEWATER,NS,B4V,1R3,CANADA,
825184,PARK VIEW EDUCATION CENTRE,1485 KING ST,,,BRIDGEWATER,NS,B4V,1C4,CANADA,
825200,CENTRAL KINGS RURAL HIGH SCHL,6125 HIGHWAY 1,,,CAMBRIDGE,NS,B0P,1G0,CANADA,
825203,NORTHEAST KINGS EDUCATION CTR,1816 BAINS RD,,,CANNING,NS,B0P,1H0,CANADA,
825208,ST GABRIEL THE ARCHANGEL,197 INVERMERE DR,,,CHESTERMERE,AB,T1X,1M7,CANADA,
825209,PRETTY RIVER ACADEMY,11521 26 HWY,,,COLLINGWOOD,ON,L9Y,5.00E+07,CANADA,
825210,FOREST HEIGHTS COMMUNITY SCH,PO BOX 29,,,CHESTER BASIN,NS,B0J,1K0,CANADA,
825220,RIVERVIEW HIGH SCHOOL,57 COXHEATH RD,,,COXHEATH,NS,B1R,1R4,CANADA,
825229,EDMONTON MENORAH ACADEMY,10735 144 ST,,,EDMONTON,AB,T5N,3L1,CANADA,
825235,COLE HARBOUR DISTRICT HS,2 CHAMEAU CREST,,,DARTMOUTH,NS,B2W,4X4,CANADA,
825260,DARTMOUTH HIGH SCHOOL,95 VICTORIA RD,,,DARTMOUTH,NS,B3A,1V2,CANADA,
825280,PRINCE ANDREW HIGH SCHOOL,37 WOODLAWN ROAD,,,DARTMOUTH,NS,B2W,2R7,CANADA,
825300,DIGBY REGIONAL HIGH SCHOOL,POST OFFICE BOX 5003,,,DIGBY,NS,B0V,1A0,CANADA,
825309,LOCKVIEW HIGH SCHOOL,148 LOCKVIEW RD,,,FALL RIVER,NS,B2T,1J1,CANADA,
825314,J.L. ILSLEY HIGH SCHOOL,38 SYLVIA AVE,,,HALIFAX,NS,B3R,1J9,CANADA,
825323,GLACE BAY HIGH SCHOOL,201 RESERVE STREET,,,GLACE BAY,NS,B1A,4W3,CANADA,
825326,LIVING WATERS CHRISTIAN ACAD,RURAL ROUTE #2,,,GRANVLLE FRY,NS,B0S,1K0,CANADA,
825340,GUYSBOROUGH ACADEMY,POST OFFICE BOX 19,,,GUYSBOROUGH,NS,B0H,1N0,CANADA,
825356,ECOLE SECONDAIRE DU SOMMET,500 LARRY UTECK BLVD,,,HALIFAX,NS,B3M,0.00E+00,CANADA,
825359,HALIFAX CHRISTIAN ACADEMY,114 DOWNS AVENUE,,,HALIFAX,NS,B3N,1Y6,CANADA,
825360,SACRED HEART SCHOOL OF HALIFAX,5820 SPRING GARDEN RD,,,HALIFAX,NS,B3H,1X8,CANADA,
825361,BAY VIEW HIGH SCHOOL,31 SCHOLARS RD,,,UPPER TANTALLON,NS,B3Z,0C3,CANADA,
825380,HALIFAX GRAMMAR SCHOOL,945 TOWER RD,,,HALIFAX,NS,B3H,2Y2,CANADA,
825385,ARMBRAE ACADEMY,1400 OXFORD ST,,,HALIFAX,NS,B3H,3Y8,CANADA,
825400,HALIFAX WEST HIGH SCHOOL,283 THOMAS RADDALL DRIVE,,,HALIFAX,NS,B3S,1R1,CANADA,
825405,KINGS VIEW ACADEMY,9 STRATH LANE,,,DARTMOUTH,NS,B2X,1Y8,CANADA,
825420,FOUNTAIN ACAD OF SACRED HEART,5800 SPRING GARDEN RD,,,HALIFAX,NS,B3H,1X8,CANADA,
825523,HANTS NORTH RURAL HIGH,4369 HIGHWAY 236,,,KENNETCOOK,NS,B2N,6J9,CANADA,
825545,KINGSTON BIBLE COLLEGE ACADEMY,743 ACADEMIC AVENUE RR #5,,,KINGSTON,NS,B0P,1R0,CANADA,
825570,LIVERPOOL REGIONAL HIGH SCHOOL,PO BOX 1266,,,LIVERPOOL,NS,B0T,1K0,CANADA,
825586,MILLWOOD HIGH SCHOOL,141 MILLWOOD DR,,,LOWER SACKVILLE,NS,B4E,0A1,CANADA,
825600,ECOLE SECONDAIRE DE CLARE,ECOLE SECONDAIRE DE CLARE,,,METEGHAN RVR,NS,B0W,2L0,CANADA,
825604,MIDDLETON REGIONAL HIGH SCHOOL,18 GATES AVE,PO BOX 860,,MIDDLETON,NS,B0S,1P0,CANADA,
825622,EAST ANTIGONISH ACADEMY,10128 ROUTE 4,,,MONASTERY,NS,B0H,1W0,CANADA,
825624,MUSQUODOBOIT RURAL HIGH SCHOOL,RR 4,11980 HWY 224,,MID MUSQUODOBOIT,NS,B0N,1X0,CANADA,
825625,EASTERN SHORE DIST HIGH SCHOOL,35 WEST PETPESWICK ROAD,,,MUSQUODOBOIT HAR,NS,B0J,2L0,CANADA,
825628,NEW GERMANY RURAL HIGH SCHOOL,44 SCHOOL STREET,,,NEW GERMANY,NS,B0R,1.00E+00,CANADA,
825630,NEW GLASGOW HIGH SCHOOL,93 ALBERT STREET,,,NEW GLASGOW,NS,B2H,5W8,CANADA,
825631,NORTH NOVA EDUCATION CENTRE,343 PARK STREET,,,NEW GLASGOW,NS,B2H,6B2,CANADA,
825650,PUGWASH DISTRICT HIGH SCHOOL,192 CHURCH STREET,PO BOX 100,,PUGWASH,NS,B0K,1L0,CANADA,
825680,SIR JOHN FRANKLIN TERR HS,POST OFFICE BOX 1200,,,YELLOWKNIFE,NT,X1A,2N8,CANADA,
825750,SHAMBHALA SCHOOL,5450 RUSSELL STREET,,,HALIFAX,NS,B3K,1W9,CANADA,
825760,NORTHUMBERLAND REGIONAL HS,104 ALMA ROAD,RURAL ROUTE 3,,WESTVILLE,NS,B0K,2A0,CANADA,
825761,PICTOU ACADEMY,PO BOX 699,,,PICTOU,NS,B0K,1H0,CANADA,
825775,STRAIT AREA EDU RECREATION CTR,304 PITT ST. UNIT #1,,,PORT HAWKESBURY,NS,B9A,2T9,CANADA,
825795,HANTS EAST RURAL HIGH SCHOOL,MILFORD STATION,,,HANTS CO,NS,B0N,1Y0,CANADA,
825799,GUIDING LIGHT CHRISTIAN ACAD,BOX 124,,,SHAG HARBOUR,NS,B0W,3B0,CANADA,
825800,SHELBURNE REGIONAL HIGH SCHOOL,POST OFFICE BOX 10,,,SHELBURNE,NS,B0T,1W0,CANADA,
825805,ST MARYS RURAL HIGH SCHOOL,POST OFFICE BOX 292,,,SHERBROOKE,NS,B0J,3C0,CANADA,
825813,SPRINGHILL JR-SR HIGH SCHOOL,CHURCH STREET,,,SPRINGHILL,NS,B0M,1X0,CANADA,
825821,ST FRANCIS HIGH SCHOOL,P O BOX 460,,,HR GRACE,NL,A0A,2M0,CANADA,
825850,SYDNEY ACADEMY,49 TERRACE STREET,,,SYDNEY,NS,B1P,2L4,CANADA,
825880,EAST PICTOU RURAL HIGH SCHOOL,SUTHERLANDS RIVER,RURAL ROUTE 1,,THORBURN,NS,B0K,1W0,CANADA,
825882,TRENTON MIDDLE/HIGH SCHOOL,POST OFFICE BOX 10,,,TRENTON,NS,B0K,1X0,CANADA,
825910,COBEQUID EDUCATIONAL CENTRE,34 LORNE ST,,,TRURO NS,NS,B2N,3K3,CANADA,
825913,COLCHESTER CHRISTIAN ACADEMY,PO BOX 403,15 ELM STREET,,TRURO,NS,B2N,5C5,CANADA,
825928,WEYMOUTH CON HIGH SCHOOL,POST OFFICE BOX 400,,,WEYMOUTH,NS,B0W,3T0,CANADA,
825940,KINGS-EDGEHILL SCHOOL,33 KINGS EDGE HILL LN,,,WINDSOR,NS,B0N,2T0,CANADA,
825950,AVON VIEW HIGH SCHOOL,225 PAYZANT DRIVE,PO BOX 700,,WINDSOR,NS,B0N,2T0,CANADA,
825960,HORTON HIGH SCHOOL,75 GREENWICH RD S,,,WOLFVILLE,NS,B4P,2R2,CANADA,
825979,ARCHBISHOP ROMERO CATH SEC SCH,2495 CREDIT VALLEY RD,,,MISSISSAUGA,ON,L5M,4G8,CANADA,
825982,YARMOUTH CONSOLIDATED MEML HS,52 PARADE STREET,,,YARMOUTH,NS,B5A,3A9,CANADA,
825983,ST EDMUND CAMPION SEC SCHOOL,275 BRISDALE DR,,,BRAMPTON,ON,L7A,3C7,CANADA,
825984,ECOLE SAINT PATRICK HIGH SCHL,PO BOX 2880 STN MAIN,,,YELLOWKNIFE,NT,X1A,2R2,CANADA,
825986,GILES SCHOOL THE,80 SCARSDALE RD,,,TORONTO,ON,M3B,2R7,CANADA,
825987,HAROLD M BRATHWAITE SEC SCHOOL,415 GREAT LAKES DR,,,BRAMPTON,ON,L6R,2Z4,CANADA,
825988,NOTRE DAME CATHOLIC SEC SCHOOL,1375 HARWOOD AVENUE,,,AJAX,ON,L1T,4G8,CANADA,
825989,GLENGARRY DISTRICT HIGH SCHOOL,212 MAIN STREET NORTH,,,ALEXANDRA,ON,K0C,1A0,CANADA,
825990,EXETER HIGH SCHOOL,80 FALBY COURT,,,AJAX,ON,L1S,1N4,CANADA,
825992,ECOLE SECND CATHOLIQ RENAISSNC,700 BLOOMINGTON RD W,,,AURORA,ON,L4G,0.00E+00,CANADA,
825993,CARLETON PLACE HIGH SCHOOL,215 LAKE AVE W,,,CARLETON PL,ON,K7C,1M3,CANADA,
825994,ASE 2,109 CHARTLAND BOULEVARD,,,AGINCOURT,ON,M1S,2R7,CANADA,
825997,ROBERT F HALL CATHOLIC SEC SCH,6500 OLD CHURCH RD.,,,CALEDON EAST,ON,L0N,1.00E+00,CANADA,
825998,SAINT MARY CATHOLIC HIGH SCHL,40 CENTRAL AVE W,,,BROCKVILLE,ON,K6V,4N5,CANADA,
826000,SANDWICH SECONDARY SCHOOL,7050 MALDEN ROAD,,,WINDSOR,ON,N9J,2T5,CANADA,
826001,ACTON DISTRICT HIGH SCHOOL,21 CEDAR ROAD,,,ACTON,ON,L7J,2V2,CANADA,
826002,AGINCOURT COLLEGIATE INSTITUTE,2621 MIDLAND AVE,,,AGINCOURT,ON,M1S,1R6,CANADA,
826003,AJAX HIGH SCHOOL,105 BAYLY ST E,,,AJAX,ON,L1S,1P2,CANADA,
826004,STEPHEN LEACOCK COLLEGIATE INS,2450 BIRCHMOUNT ROAD,,,TORONTO,ON,M1T,2M5,CANADA,
826005,WINDSOR ISLAMIC HIGH SCHOOL,1646 ALEXIS RD,,,WINDSOR,ON,N8Y,4P4,CANADA,
826006,AURORA HIGH SCHOOL,155 WELLINGTON ST. W.,,,AURORA,ON,L4G,2P4,CANADA,
826007,BANTING MEMORIAL HIGH SCHOOL,203 VICTORIA ST E,,,ALLISTON,ON,L9R,1G5,CANADA,
826008,ALMONTE DISTRICT HIGH SCHOOL,126 MARTIN STREET,PO BOX 880,,ALMONTE,ON,K0A,1A0,CANADA,
826009,GENERAL AMHERST HIGH SCHOOL,130 SANDWICH ST S,,,AMHERSTBURG,ON,N9V,1Z8,CANADA,
826010,ATHENS DISTRICT HIGH SCHOOL,PO BOX 279,,,ATHENS,ON,K0E,1B0,CANADA,
826011,ANCASTER HIGH SCHOOL,374 JERSEYVILLE RD W,,,ANCASTER,ON,L9G,3K8,CANADA,
826012,KENT SCHOOL CANADA,4700 EPWORTH CIR,,,NIAGARA FALLS,ON,L2E,1C6,CANADA,
826013,ARNPRIOR DISTRICT HIGH SCHOOL,59 OTTAWA STREET,,,ARNPRIOR,ON,K7S,1X2,CANADA,
826015,MEDWAY HIGH SCHOOL,14405 MEDWAY RD,,,ARVA,ON,N0M,1C0,CANADA,
826016,TAGWI SECONDARY SCHOOL,R R 1,16750 COUNTY RD 43,,AVONMORE,ON,K0C,1K0,CANADA,
826017,BLYTH ACADEMY @ CIHA,8710 COUNTY ROAD 17,,,ROCKLAND,ON,K4K,1T2,CANADA,
826018,G W WILLIAMS SECONDARY SCHOOL,39 DUNNING AVE,,,AURORA,ON,L4G,1A2,CANADA,
826019,SAINT ANDREWS COLLEGE,15800 YONGE ST,,,AURORA,ON,L4G,3H7,CANADA,
826020,EAST ELGIN SECONDARY SCHOOL,362 TALBOT ST W,,,AYLMER,ON,N5H,1K6,CANADA,
826021,WATERLOO-OXFORD DIST SEC S.S.,1206 SNYDER'S ROAD WEST,,,BADEN,ON,N3A,1A4,CANADA,
826022,NORTH HASTINGS HIGH SCHOOL,BOX 190,,,BANCROFT,ON,K0L,1C0,CANADA,
826024,BARRIE NORTH COLLEGIATE,110 GROVE ST E,,,BARRIE,ON,L4M,2P3,CANADA,
826025,EASTVIEW SECONDARY SCHOOL,421 GROVE ST E,,,BARRIE,ON,L4M,5S1,CANADA,
826026,CENTENNIAL SECONDARY SCHOOL,PALMER ROAD,,,BELLEVILLE,ON,K8P,4.00E+01,CANADA,
826027,INNISDALE SECONDARY SCHOOL,95 LITTLE AVENUE,,,BARRIE,ON,L4N,2Z4,CANADA,
826028,LOLART SCHOOL,15 HOVE ST STE 220,,,TORONTO,ON,M3H,4Y8,CANADA,
826029,BEAMSVILLE DISTRICT HS,4317 CENTRAL AVE.,,,BEAMSVILLE,ON,L0R,1B0,CANADA,
826030,GREAT LAKES CHRISTIAN COLLEGE,4875 KING ST,,,BEAMSVILLE,ON,L0R,1B6,CANADA,
826031,BELLE RIVER DISTRICT HS,333 SOUTH STREET,,,BELLE RIVER,ON,N0R,1A0,CANADA,
826032,ALBERT COLLEGE,160 DUNDAS ST W,,,BELLEVILLE,ON,K8P,1A6,CANADA,
826033,FULFORD ACADEMY,280 KING ST E,,,BROCKVILLE,ON,K6V,1.00E+02,CANADA,
826034,BAYSIDE SECONDARY SCHOOL,RR 2,1247 OLD HWY 2,,BELLEVILLE,ON,K8N,4Z2,CANADA,
826035,MOIRA SECONDARY SCHOOL,275 FARLEY AVE,,,BELLEVILLE,ON,K8N,4M2,CANADA,
826036,NICHOLSON CATHOLIC COLLEGE,301 CHURCH ST,,,BELLEVILLE,ON,K8N,3C7,CANADA,
826037,LESTER PEARSON COLLEGIATE INST,150 TAPSCOTT RD,,,SCARBOROUGH,ON,M1B,2L2,CANADA,
826038,CHINGUACOUSY SECONDARY SCHOOL,1370 WILLIAMS PKWY,,,BRAMPTON,ON,L6S,1V3,CANADA,
826041,BLENHEIM DISTRICT HIGH SCHOOL,163 CHATHAM ST,,,BLENHEIM,ON,N0P,1A0,CANADA,
826042,W C EAKET SECONDARY SCHOOL,147 WOODWARD AVE,,,BLIND RIVER,ON,P0R,1B0,CANADA,
826043,L AMOREAUX COLLEGIATE INST,2501 BRIDLETOWNE CIR,,,SCARBOROUGH,ON,M1W,2K1,CANADA,
826044,HUMBERVIEW SCHOOL,135 KINGSVIEW DRIVE,,,BOLTON,ON,L7E,3V8,CANADA,
826045,SAINT JOSEPHS HIGH SCHOOL,243 CUNDLES ROAD EAST,,,BARRIE,ON,L4M,6L1,CANADA,
826046,BOWMANVILLE HIGH SCHOOL,49 LIBERTY ST N,,,BOWMANVILLE,ON,L1C,2L8,CANADA,
826047,FRANKLIN COLLEGE SCHOOL,217-1457 MCCOWAN RD,,,TORONTO,ON,M1S,5K7,CANADA,
826048,BRACEBRIDGE/MUSKOKA LAKES SS,100 CLEARBROOK TRAIL,,,BRACEBRIDGE,ON,P1L,0A3,CANADA,
826049,BRADFORD DISTRICT HIGH SCHOOL,70 PROFESSOR DAY DR,,,BRADFORD,ON,L3Z,2A3,CANADA,
826050,BRAMALEA SECONDARY SCHOOL,510 BALMORAL DRIVE,,,BRAMALEA,ON,L6T,1W4,CANADA,
826051,BRAMPTON CENTENNIAL SEC SCHOOL,251 MCMURCHY AVENUE SOUTH,,,BRAMPTON,ON,L6Y,1Z4,CANADA,
826052,SAINT THOMAS AQUINAS SEC SCH,25 CORPORATION DRIVE,,,BRAMPTON,ON,L6S,6A2,CANADA,
826053,DURHAM CHRISTIAN HIGH SCHOOL,SS 401,340 WEST SCUGOG LANE,,BOWMANVILLE,ON,L1C,3K2,CANADA,
826054,BRANTFORD COLLEGIATE INSTITUTE,120 BRANT AVE,,,BRANTFORD,ON,N3T,3H3,CANADA,
826055,HEART LAKE SECONDARY SCHOOL,296 CONESTOGA DRIVE,,,BRAMPTON,ON,L6Z,3M1,CANADA,
826057,NORTH PARK COLLEGIATE-VOC SCHL,280 NORTH PARK ST,,,BRANTFORD,ON,N3R,4L1,CANADA,
826058,CENTRAL PEEL SECONDARY SCHOOL,32 KENNEDY RD N,,,BRAMPTON,ON,L6V,1X4,CANADA,
826060,WOODLAND CHRISTIAN HIGH SCHOOL,RURAL ROUTE 1,,,BRESLAU,ON,N0B,1M0,CANADA,
826061,ROBERT BATEMAN HIGH SCHOOL,5151 NEW STREET,,,BURLINGTON,ON,L7L,1V3,CANADA,
826062,SAINT JOHNS COLLEGE,80 PARIS RD,,,BRANTFORD,ON,N3R,1H9,CANADA,
826063,EAST NORTHUMBERLAND SEC SCH,RURAL ROUTE 3 71 DUNDAS STREET,,,BRIGHTON,ON,K0K,1H0,CANADA,
826064,BROCKVILLE COLLEGIATE INST,90 PEARL STREET EAST,,,BROCKVILLE,ON,K6V,1P8,CANADA,
826065,WILLIAM SCHOOL,200-3761 VICTORIA PARK AVE,,,SCARBOROUGH,ON,M1W,3S2,CANADA,
826066,THOUSAND ISLANDS SECONDARY SCH,2510 PARKEDALE AVE,,,BROCKVILLE,ON,K6V,3H1,CANADA,
826067,SELF-RELIANT LEARNING PROGRAM,3250 NEW STREET,,,BURLINGTON,ON,L7N,1M8,CANADA,
826068,ASSUMPTION CATHOLIC SECND SCHL,3230 WOODWARD AVE,,,BURLINGTON,ON,L7N,3P1,CANADA,
826069,NOTRE DAME CATHOLIC SEC SCHOOL,2333 HEADON FOREST DR,,,BURLINGTON,ON,L7M,3X6,CANADA,
826070,ALDERSHOT SECONDARY SCHOOL,50 FAIRWOOD PLACE WEST,,,BURLINGTON,ON,L7T,1.00E+05,CANADA,
826071,BURLINGTON CENTRAL HIGH SCHOOL,1433 BALDWIN ST,,,BURLINGTON,ON,L7S,1K4,CANADA,
826072,CLARKSON SECONDARY SCHOOL,2524 BROMSGROVE ROAD,,,MISSISSAUGA,ON,L5J,1L8,CANADA,
826073,M M ROBINSON HIGH SCHOOL,2425 UPPER MIDDLE RD,,,BURLINGTON,ON,L7P,3N9,CANADA,
826074,NELSON HIGH SCHOOL,4181 NEW STREET,,,BURLINGTON,ON,L7L,1T3,CANADA,
826075,MCKINNON PARK SECONDARY SCHOOL,91 HADDINGTON STREET,,,CALEDONIA,ON,N3W,2H2,CANADA,
826076,CAMPBELLFORD DISTRICT HS,119 RANNEY STREET N BOX 960,,,CAMPBELLFORD,ON,K0L,1L0,CANADA,
826077,PRESTON HIGH SCHOOL,550 ROSE ST,,,CAMBRIDGE,ON,N3H,2.00E+06,CANADA,
826079,TEMPLE BAPTIST CHRISTIAN ACAD,400 HOLIDAY INN DRIVE,,,CAMBRIDGE,ON,N3C,3T1,CANADA,
826080,BROCK HIGH SCHOOL,C1590 REGIONAL ROAD 12,,,CANNINGTON,ON,L0E,1.00E+00,CANADA,
826081,UCHENNA ACADEMY,106-1205 ST CLAIR AVE W,,,TORONTO,ON,M6E,1B5,CANADA,
826082,SAINT BENEDICT CATH SEC SCH,50 SAGINAW PARKWAY,,,CAMBRIDGE,ON,N1R,5W1,CANADA,
826083,SAINT THOMAS VILLANOVA SEC SCH,2800 NORTH TOWNLINE,LASALLE RR #3,,WINDSOR,ON,N9A,6Z6,CANADA,
826084,CAYUGA SECONDARY SCHOOL,BOX 2001,,,CAYUGA,ON,N0A,1.00E+00,CANADA,
826085,PEAK CENTRE ACADEMY,1565 MAPLE GROVE RD,,,KANATA,ON,K2V,1A3,CANADA,
826087,CHATHAM KENT SECONDARY SCHOOL,285 MCNAUGHTON AVENUE EAST,,,CHATHAM,ON,N7L,2G7,CANADA,
826088,JOHN MCGREGOR SECONDARY SCH,300 CECILE AVENUE,,,CHATHAM,ON,N7M,2C6,CANADA,
826090,LEAHURST COLLEGE HIGH SCHOOL,109-4 CATARAQUI ST,,,KINGSTON,ON,K7K,1Z7,CANADA,
826091,URSULINE COLLEGE,85 GRAND AVE W,,,CHATHAM,ON,N7L,1B6,CANADA,
826092,CHELMSFORD VALLEY DIST COMP SC,3594 HWY. 144,,,CHELMSFORD,ON,P0M,1L0,CANADA,
826093,NOTRE DAME SECONDARY SCHOOL,2 NOTRE DAME AVE,,,BRAMPTON,ON,L6Z,4L5,CANADA,
826095,CENTRAL HURON SECONDARY SCHOOL,165 PRINCESS ST E,,,CLINTON,ON,N0M,1L0,CANADA,
826096,A21 ACADEMY,8787 MCHUGH ST,,,WINDSOR,ON,N8S,0A1,CANADA,
826097,UMCA RICH TREE ACADEMY,71 ALBERTA DR,,,CONCORD,ON,L4K,4X4,CANADA,
826098,CARDINAL CARTER CATHOLIC HS,210 BLOOMINGTON RD,,,AURORA,ON,L4G,0P9,CANADA,
826099,COBOURG COLLEGIATE INSTITUTE,335 KING ST E,,,COBOURG,ON,K9A,1M2,CANADA,
826101,ERINDALE SECONDARY SCHOOL,2021 DUNDAS STREET WEST,,,MISSISSAUGA,ON,L5K,1R2,CANADA,
826102,ECOLE SECONDAIRE COCHRAN HS,1-453 CHALMERS AVE,,,COCHRANE,ON,P0L,1C0,CANADA,
826104,COLLINGWOOD COLLEGIATE INST,6 CAMERON ST,,,COLLINGWOOD,ON,L9Y,2J2,CANADA,
826105,FRONTENAC SECONDARY SCHOOL,1789 BATH ROAD,,,KINGSTON,ON,K7M,4Y3,CANADA,
826106,HERITAGE CHRISTIAN SCHOOL,2850 4TH AVENUE,POST OFFICE BOX 400 JORDAN STA,,BEAMSVILLE,ON,L0R,1S0,CANADA,
