Secondary School Code,School Name,Address Line #1,Address Line #2,Domestic Address #3,City,State,ZIP,Foreign Address #3,Country Name,Website
2526,FARMINGDALE STATE UNIVERSITY,2350 BROADHOLLOW RD,,,FARMINGDALE,NY,11735,1021,,
2550,NEW YORK CITY TECH COLLEGE,300 JAY STREET,,,BROOKLYN,NY,11201,,,
2563,NASSAU COMMUNITY COLLEGE,1 EDUCATION DR,TOWER SECOND FLOOR,,GARDEN CITY,NY,11530,,,
2568,NIAGARA COUNTY COMMUNITY COLL,3111 SAUNDERSSETTLEMENT RD.,,,SANBORN,NY,14132,,,
2571,NORTH COUNTRY COMMUNITY COLL,20 WINONA AVENUE,POST OFFICE BOX 89,,SARANAC LAKE,NY,12983,,,
2573,NORTHAMPTON COUNTY CMTY COLL,3825 GREEN POND ROAD,,,BETHLEHEM,PA,18020,,,
2603,AMERICAN ACADEMY OF DRAMATICS,120 MADISON AVENUE,,,NEW YORK,NY,10016,,,
2625,ORANGE COUNTY COMMUNITY COLL,115 SOUTH STREET,,,MIDDLETOWN,NY,10940,,,
2627,ONONDAGA COMMUNITY COLLEGE,4585 W SENECA TPKE,OCC STUDENT CENTRAL,,SYRACUSE,NY,13215,,,
2630,OCEAN COUNTY COLLEGE,COLLEGE DRIVE,PO BOX 2001,,TOMS RIVER,NJ,8754,2001,,
2640,PAUL SMITHS COLLEGE,PO BOX 245,,,PAUL SMITHS,NY,12970,,,
2674,PEIRCE COLLEGE,1420 PINE ST,,,PHILADELPHIA,PA,19102,,,
2675,PENNSYLVANIA INST OF TECH,800 MANCHESTER AVENUE,,,MEDIA,PA,19063,,,
2682,COMMUNITY COLL OF PHILADELPHIA,1700 SPRING GARDEN STREET,,,PHILADELPHIA,PA,19130,,,
2711,SUSSEX COUNTY COMMUNITY COLL,1 COLLEGE HILL RD,,,NEWTON,NJ,7860,,,
2741,LINCOLN TECHNICAL INSTITUTE,9191 TORRESDALE AVE,,,PHILADELPHIA,PA,19136,1530,,
2743,READING AREA COMMUNITY COLLEGE,10 S 2ND ST,,,READING,PA,19602,1014,,
2751,QUEENSBOROUGH COMMUNITY COLL,222-05 56TH AVENUE,,,OAKLAND GARDENS,NY,11364,,,
2767,ROCKLAND COMMUNITY COLLEGE,145 COLLEGE ROAD,,,SUFFERN,NY,10901,,,
2827,SUFFOLK COUNTY CMTY COLL AMMER,533 COLL RD,AMMERMAN CAMPUS,,SELDEN,NY,11784,,,
2846,SUFFOLK CO CC EASTERN CAMPUS,121 SPEONK-RIVERHEAD RD,,,RIVERHEAD,NY,11901,,,
2849,SUFFOLK COUNTY CMTY COLL,CROOKED HILL RD,MICHAEL J GRANT CAMPUS ADMISS,,BRENTWOOD,NY,11717,,,
2855,SULLIVAN COUNTY CMTY COLL LOCH,POST OFFICE BOX 269,LEROY ROAD,,LOCH SHELDRAKE,NY,12759,,,
2856,TROCAIRE COLLEGE,110 RED JACKET PARKWAY,,,BUFFALO,NY,14220,,,
2867,RARITAN VALLEY CMTY COLLEGE,PO BOX 3300,,,SOMERVILLE,NJ,8876,,,
2868,SALEM COMMUNITY COLLEGE,460 HOLLYWOOD AVE,,,CARNEYS POINT,NJ,8069,2704,,
2879,SCHENECTADY COUNTY CMTY COLL,78 WASHINGTON AVENUE,,,SCHENECTADY,NY,12305,,,
2904,TOMPKINS-CORTLAND CMTY COLL,170 NORTH STREET BOX 139,,,DRYDEN,NY,13053,,,
2921,UNION COUNTY COLLEGE,1033 SPRINGFIELD AVENUE,,,CRANFORD,NJ,7016,,,
2936,UNIV OF PITTSBURGH-GREENSBURG,150 FINOLI DR,,,GREENSBURG,PA,15601,5804,,
2968,WESTMORELAND COUNTY CMTY COLL,145 PAVILION LN,,,YOUNGWOOD,PA,15697,,,
2972,WESTCHESTER COMMUNITY COLLEGE,75 GRASSLANDS ROAD,,,VALHALLA,NY,10595,,,
3078,BAY PATH COLLEGE,588 LONGMEADOW ST,,,LONGMEADOW,MA,1106,2212,,
3102,BERKSHIRE COMMUNITY COLLEGE,1350 WEST ST,,,PITTSFIELD,MA,1201,,,
3110,BRISTOL COMMUNITY COLLEGE,777 ELSBEE STREET,,,FALL RIVER,MA,2720,,,
3114,BEAL COLLEGE,99 FARM ROAD,,,BANGOR,ME,4401,,,
3120,BAY STATE COLLEGE,122 COMMONWEALTH AVENUE,,,BOSTON,MA,2116,,,
3121,BRIARWOOD COLLEGE,2279 MOUNT VERNON ROAD,,,SOUTHINGTON,CT,6489,,,
3123,BUNKER HILL COMMUNITY COLLEGE,250 NEW RUTHERFORD AVE,,,CHARLESTOWN,MA,2129,,,
3142,FIVE TOWNS COLLEGE,305 NORTH SERVICE ROAD,,,DIX HILLS,NY,11746,,,
3216,EAST ARKANSAS CMTY COLLEGE,1700 NEWCASTLE RD,,,FORREST CITY,AR,72335,,,
3258,WOOD SCHOOL,8 EAST 40TH STREET,,,NEW YORK,NY,10016,,,
3260,UNIVERSITY OF NORTHWESTERN OH,1441 N. CABLE RD.,,,LIMA,OH,45805,,,
3287,LABOURE JUNIOR COLLEGE,2120 DORCHESTER AVENUE,,,BOSTON,MA,2124,,,
3289,CAPE COD COMMUNITY COLLEGE,2240 IYANOUGH RD,,,WEST BARNSTABLE,MA,2668,,,
3294,MASSACHUSETTS BAY CMTY COLL,50 OAKLAND STREET,,,WELLESLEY HILLS,MA,2481,,,
3301,CULINARY INSTITUTE OF AMERICA,1946 CAMPUS DR,,,HYDE PARK,NY,12538,1430,,
3309,CENTRAL MAINE TECHNICAL COLL,1250 TURNER ST.,,,AUBURN,ME,4210,,,
3329,MIDSTATE COLLEGE,411 W. NORTHMOOR RD.,,,PEORIA,IL,61614,,,
3338,SHELTON STATE CMTY COLLEGE,9500 OLD GREENSBORO RD,,,TUSCALOOSA,AL,35405,,,
3352,DEAN COLLEGE,99 MAIN ST,,,FRANKLIN,MA,2038,1941,,
3369,ENDICOTT COLLEGE,376 HALE STREET,,,BEVERLY,MA,1915,,,
3372,EASTERN MAINE COMMUNITY COLLEG,354 HOGAN RD.,,,BANGOR,ME,4401,,,
3391,FISHER COLLEGE,118 BEACON ST,,,BOSTON,MA,2116,1501,,
3394,FRANKLIN INSTITUTE BOSTON,41 BERKELEY STREET,,,BOSTON,MA,2116,,,
3412,GRAFTON JOB CORPS CENTER,100 PINE STREET NORTH,,,NORTH GRAFTON,MA,1536,,,
3420,GREENFIELD COMMUNITY COLLEGE,1 COLLEGE DRIVE,,,GREENFIELD,MA,1301,,,
3425,GREATER NEW HAVEN ST TECH COLL,88 BASSETT ROAD,,,NORTH HAVEN,CT,6473,,,
3437,HOLYOKE COMMUNITY COLLEGE,303 HOMESTEAD AVE,,,HOLYOKE,MA,1040,1091,,
3446,HOUSATONIC COMMUNITY COLLEGE,900 LAFAYETTE BOULEVARD,,,BRIDGEPORT,CT,6604,,,
3475,KENNEBEC VALLEY COMM COLLEGE,92 WESTERN AVE,,,FAIRFIELD,ME,4937,1337,,
3481,LASELL UNIVERSITY,1844 COMMONWEALTH AVE,,,AUBURNDALE,MA,2466,,,
3482,BECKER COLLEGE LEICESTER,964 MAIN STREET,,,LEICESTER,MA,1524,,,
3535,SOUTHERN MAINE TECHNICAL COLL,2 FORT ROAD,,,SOUTH PORTLAND,ME,4106,,,
3544,MANCHESTER COMMUNITY TECH COLL,60 BIDWELL STREET BOX 104,,,MANCHESTER,CT,6040,,,
3545,MOUNT WACHUSETT COMMUNITY COLL,444 GREEN ST.,,,GARDNER,MA,1440,,,
3549,MASSASOIT COMMUNITY COLLEGE,ONE MASSASOIT BOULEVARD,,,BROCKTON,MA,2302,,,
3550,NAUGATUCK VALLEY CMTY TECH CLG,750 CHASE PARKWAY,,,WATERBURY,CT,6708,,,
3551,MIDDLESEX COMMUNITY COLLEGE,100 TRAINING HILL RD,,,MIDDLETOWN,CT,6457,4829,,
3554,MIDDLESEX COMMUNITY COLLEGE,591 SPRINGS RD,,,BEDFORD,MA,1730,,,
3617,BRYANT & STRATTON COLLEGE,10950 WEST POTTER ROAD,,,MILWAUKEE,WI,53226,,,
3631,NORTHERN MAINE VOC-TECH INST,33 EDGEMONT DRIVE,,,PRESQUE ISLE,ME,4769,,,
3643,NEW HAMPSHIRE COMM TECH COLL,505 AMHERST ST.,,,NASHUA,NH,3063,,,
3645,NEW ENGLAND SCH OF ART DESIGN,75 ARLINGTON STREET,,,BOSTON,MA,2116,,,
3646,NEW HAMPSHIRE VOC-TECH COLLEGE,2020 RIVERSIDE DRIVE,,,BERLIN,NH,3570,,,
3647,NEW HAMPSHIRE TECHNICAL INST,31 COLLEGE DRIVE,,,CONCORD,NH,3301,,,
3651,NORTH SHORE COMMUNITY COLLEGE,1 FERNCROFT ROAD,,,DANVERS,MA,1923,,,
3652,NORTHWESTERN CT CMTY COLLEGE,2 PARK PLACE,,,WINSTED,CT,6098,1710,,
3656,ASNUNTUCK COMMUNITY TECH COLL,170 ELM STREET,,,ENFIELD,CT,6082,,,
3660,NEW HAMPSHIRE VOC-TECH COLLEGE,1066 FRONT STREET,,,MANCHESTER,NH,3102,,,
3661,GREAT BAY COMMUNITY COLLEGE,320 CORPORATE DR,,,PORTSMOUTH,NH,3801,2879,,
3675,NORWALK STATE TECHNICAL COLL,181 RICHARDS AVENUE,,,NORWALK,CT,6854,,,
3684,RIVER VALLEY COMM COLL,ONE COLLEGE DR,,,CLAREMONT,NH,3743,,,
3699,PAIER COLLEGE OF ART,20 GORHAM AVENUE,,,HAMDEN,CT,6514,,,
3713,QUINCY COLLEGE,1250 HANCOCK ST,,,QUINCY,MA,2169,4339,,
3714,QUINSIGAMOND COMMUNITY COLLEGE,670 WEST BOYLSTON STREET,,,WORCESTER,MA,1606,,,
3733,CMTY COLL RHODE ISLAND KNIGHT,400 EAST AVENUE,,,WARWICK,RI,2886,,,
3740,ROXBURY COMMUNITY COLLEGE,1234 COLUMBUS AVENUE,,,ROXBURY,MA,2120,,,
3777,ART INSTITUTE OF BOSTON,700 BEACON STREET,,,BOSTON,MA,2215,,,
3791,SPRINGFIELD TECH CMTY COLL,1 ARMORY SQUARE,,,SPRINGFIELD,MA,1105,,,
3897,TUNXIS COMMUNITY TECH COLL,ONE TUNXIS CORNER,,,FARMINGTON,CT,6032,,,
3912,UNIV OF NEW HAMPSHIRE,400 COMMERCIAL STREET,,,MANCHESTER,NH,3101,,,
3929,UNIVERSITY OF MAINE-AUGUSTA,46 UNIVERSITY DR,ROBINSON HALL,,AUGUSTA,ME,4330,,,
3930,UNIVERSITY COLLEGE OF BANGOR,216 TEXAS AVENUE,,,BANGOR,ME,4401,,,
3960,WESTBROOK COLLEGE,716 STEVENS AVENUE,,,PORTLAND,ME,4103,,,
3961,WASHINGTON COUNTY COMM COLL,1 COLLEGE DR,,,CALAIS,ME,4619,,,
4002,ALLAN HANCOCK COLLEGE,800 SOUTH COLLEGE DRIVE,,,SANTA MARIA,CA,93454,,,
4005,ANTELOPE VALLEY COLLEGE,3041 WEST AVENUE K,,,LANCASTER,CA,93536,,,
4012,NEW MEXICO ST U AT ALAMOGORDO,2400 NORTH SCENIC,,,ALAMOGORDO,NM,88310,,,
4013,ARIZONA WESTERN COLLEGE,POST OFFICE BOX 929,,,YUMA,AZ,85364,,,
4014,ARAPAHOE COMMUNITY COLLEGE,5900 SOUTH SANTA FE DRIVE,,,LITTLETON,CO,80160,,,
4015,BAKERSFIELD COLLEGE,1801 PANORAMA DRIVE,,,BAKERSFIELD,CA,93305,,,
4020,BARSTOW COMMUNITY COLLEGE,2700 BARSTOW ROAD,,,BARSTOW,CA,92311,,,
4024,BIG BEND COMMUNITY COLLEGE,7662 CHANUTE STREET,,,MOSES LAKE,WA,98837,,,
4025,BLUE MOUNTAIN COMMUNITY COLL,PO BOX 100,,,PENDLETON,OR,97801,,,
4027,CERRO COSO COMMUNITY COLLEGE,3000 COLLEGE HEIGHTS BLVD,,,RIDGECREST,CA,93555,,,
4040,COLLEGE OF EASTERN UTAH,451 EAST 400 NORTH,,,PRICE,UT,84501,,,
4043,CASPER COLLEGE,125 COLLEGE DRIVE,,,CASPER,WY,82601,,,
4045,CENTRALIA COLLEGE,600 CENTRALIA COLLEGE BLVD,,,CENTRALIA,WA,98531,,,
4046,CHAFFEY COMMUNITY COLLEGE,5885 HAVEN AVENUE,,,RANCHO CUCAMONGA,CA,91737,3002,,
4051,CITRUS COLLEGE,1000 WEST FOOTHILL BOULEVARD,,,GLENDORA,CA,91740,,,
4052,CITY COLLEGE OF SAN FRANCISCO,50 PHELAN AVENUE,SCIENCE 132/TRANSFER CENTER,,SAN FRANCISCO,CA,94112,,,
4055,CLARK COLLEGE,1800 EAST MCLOUGHLIN BOULEVARD,,,VANCOUVER,WA,98663,,,
4056,WEST HILLS COMMUNITY COLLEGE,300 CHERRY LANE,,,COALINGA,CA,93210,,,
4061,COLLEGE OF MARIN-MARIN CAMPUS,835 COLLEGE AVENUE,,,KENTFIELD,CA,94904,,,
4070,COLLEGE OF SAN MATEO,1700 W. HILLSDALE BLVD.,,,SAN MATEO,CA,94402,,,
4071,COLLEGE OF THE SEQUOIAS,915 S MOONEY BLVD,,,VISALIA,CA,93277,2214,,
4077,COLUMBIA BASIN COLLEGE,2600 NORTH 20TH AVENUE,,,PASCO,WA,99301,,,
4078,COMPTON COMMUNITY COLLEGE,111 EAST ARTESIA STREET,,,COMPTON,CA,90221,,,
4081,MILES COMMUNITY COLLEGE,2715 DICKINSON ST,,,MILES CITY,MT,59301,4774,,
4083,CERRITOS COLLEGE,11110 EAST ALONDRA BOULEVARD,,,NORWALK,CA,90650,,,
4084,CABRILLO COLLEGE,6500 SOQUEL DRIVE,,,APTOS,CA,95003,,,
4085,COLLEGE OF THE DESERT,43-500 MONTEREY AVENUE,,,PALM DESERT,CA,92260,,,
4087,COLLEGE OF THE SISKIYOUS,800 COLLEGE AVENUE,,,WEED,CA,96094,,,
4089,CLATSOP COMMUNITY COLLEGE,1653 JEROME ST.,,,ASTORIA,OR,97103,,,
4090,CENTRAL OREGON COMMUNITY COLL,2600 NORTHWEST COLLEGE WAY,,,BEND,OR,97701,,,
4097,COCHISE COLLEGE,4190 W. HIGHWAY 80,,,DOUGLAS,AZ,85607,,,
4100,COLLEGE OF THE REDWOODS,7351 TOMPKINS HILL ROAD,,,EUREKA,CA,95501,,,
4101,CUESTA COLLEGE,POST OFFICE BOX 8106,,,SAN LUIS OBISPO,CA,93403,,,
4103,PIERCE COLLEGE,9401 FARWEST DR SW,,,TACOMA,WA,98498,1919,,
4104,CYPRESS COLLEGE,9200 VALLEY VIEW STREET,,,CYPRESS,CA,90630,,,
4108,COLUMBIA COLLEGE,11600 COLUMBIA COLLEGE DR,,,SONORA,CA,95370,,,
4109,CANADA COLLEGE,4200 FARM HILL BOULEVARD,,,REDWOOD CITY,CA,94061,,,
4111,CLACKAMAS COMMUNITY COLLEGE,19600 SOUTH MOLALLA AVENUE,,,OREGON CITY,OR,97045,,,
4112,COLORADO MOUNTAIN COLL WEST,3000 COUNTY ROAD 114,,,GLENWOOD SPRINGS,CO,81601,,,
4113,COLORADO MOUNTAIN COLL EAST,POST OFFICE BOX 981,,,LEADVILLE,CO,80461,,,
4114,COLLEGE OF SOUTHERN IDAHO,315 FALLS AVENUE,,,TWIN FALLS,ID,83301,,,
4115,CENTRAL WYOMING COLLEGE,2660 PECK DRIVE,,,RIVERTON,WY,82501,,,
4117,COLLEGE OF THE CANYONS,26455 N ROCKWELL CANYON ROAD,,,VALENCIA,CA,91355,,,
4118,COLLEGE OF ALAMEDA,555 ATLANTIC AVENUE,,,ALAMEDA,CA,94501,,,
4119,FRONT RANGE COMMUNITY COLLEGE,3645 WEST 112TH AVENUE,,,WESTMINSTER,CO,80030,,,
4121,COSUMNES RIVER COLLEGE,8401 CENTER PARKWAY,,,SACRAMENTO,CA,95823,,,
4126,CRAFTON HILLS COLLEGE,11711 SAND CANYON ROAD,,,YUCAIPA,CA,92399,,,
4130,RED ROCKS COMMUNITY COLLEGE,13300 W 6TH AVE,,,LAKEWOOD,CO,80228,1213,,
4133,COLORADO TECH,4435 NORTH CHESTNUT STREET,,,COLORADO SPRINGS,CO,80907,,,
4140,COLORADO MOUNTAIN COLL ALPINE,1275 CRAWFORD AVE,ALPINE CAMPUS,,STEAMBOAT SPGS,CO,80487,5189,,
4190,NORTHEAST WISCONSIN TECH COLL,2740 WEST MASON STREET,POST BOX 19042,,GREEN BAY,WI,54307,,,
4204,AIMS COMMUNITY COLLEGE,5401 W 20TH STREET,,,GREELEY,CO,80632,,,
4226,BUTTE COLLEGE,3536 BUTTE CAMPUS DRIVE,,,OROVILLE,CA,95965,,,
4273,EVERGREEN VALLEY COLLEGE,3095 YERBA BUENA ROAD,,,SAN JOSE,CA,95135,,,
4281,DEEP SPRINGS COLLEGE,HC 72 BOX 45001,,,DYER,NV,89010,,,
4283,DIXIE STATE COLLEGE,225 S 700 E,ATT:ADMISSIONS,,SAINT GEORGE,UT,84770,,,
4286,DE ANZA COLLEGE,21250 STEVENS CREEK BOULEVARD,,,CUPERTINO,CA,95014,,,
4291,PIKES PEAK COMMUNITY COLLEGE,5675 ACADEMY BOULEVARD,,,COLORADO SPRINGS,CO,80906,,,
4293,NORTHERN NEVADA COMMUNITY COLL,901 ELM STREET,,,ELKO,NV,89801,,,
4295,DIABLO VALLEY COLLEGE,321 GOLF CLUB ROAD,,,PLEASANT HILL,CA,94523,,,
4296,EAST LOS ANGELES COLLEGE,1301 AVENIDA CESAR CHAVEZ,,,MONTEREY PARK,CA,91754,,,
4297,EASTERN ARIZONA COLLEGE,600 CHURCH STREET,,,THATCHER,AZ,85552,,,
4302,EL CAMINO COLLEGE,16007 CRENSHAW BOULEVARD,,,TORRANCE,CA,90506,,,
4303,EVERETT COMMUNITY COLLEGE,2000 TOWER ST,,,EVERETT,WA,98201,1352,,
4307,EDMONDS COMMUNITY COLLEGE,20000 68TH AVE W,,,LYNNWOOD,WA,98036,5999,,
4311,FRESNO CITY COLLEGE,1101 EAST UNIVERSITY AVENUE,,,FRESNO,CA,93741,,,
4314,FULLERTON COLLEGE,321 EAST CHAPMAN AVENUE,,,FULLERTON,CA,92832,2095,,
4315,FOOTHILL COLLEGE,12345 EL MONTE ROAD,,,LOS ALTOS,CA,94022,,,
4317,FLATHEAD VALLEY COMMUNITY COLL,777 GRANDVIEW DRIVE,,,KALISPELL,MT,59901,,,
4318,FEATHER RIVER COMMUNITY COLL,570 GOLDEN EAGLE AVE,OFFICE OF ASSESSMENT,,QUINCY,CA,95971,,,
4327,GLENDALE COMMUNITY COLLEGE,1500 NORTH VERDUGO ROAD,,,GLENDALE,CA,91208,,,
4332,GRAYS HARBOR COLLEGE,1620 EDWARD P. SMITH DR,,,ABERDEEN,WA,98520,,,
4334,GROSSMONT COMMUNITY COLLEGE,8800 GROSSMONT COLLEGE DRIVE,,,EL CAJON,CA,92020,,,
4337,GREEN RIVER COMMUNITY COLLEGE,12401 SOUTH EAST 320TH STREET,,,AUBURN,WA,98002,,,
4338,GLENDALE COMMUNITY COLLEGE,6000 WEST OLIVE AVENUE,,,GLENDALE,AZ,85302,,,
4339,GOLDEN WEST COLLEGE,15744 GOLDEN WEST ST,,,HUNTINGTON BEACH,CA,92647,,,
4340,HARTNELL COLLEGE,411 CENTRAL AVE,,,SALINAS,CA,93901,1688,,
4348,HIGHLINE COMMUNITY COLLEGE,PO BOX 98000,,,DES MOINES,WA,98198,9800,,
4350,HONOLULU COMMUNITY COLLEGE,874 DILLINGHAM BLVD.,,,HONOLULU,HI,96817,,,
4358,IMPERIAL VALLEY COLLEGE,380 EAST ATEN ROAD,,,IMPERIAL,CA,92251,,,
4361,COLLEGE OF MARIN-INDIAN VLY,1800 IGNACIO BOULEVARD,,,NOVATO,CA,94949,,,
4366,UNIV OF ALASKA JUNEAU,SOUTHEAST CAMPUS,,,JUNEAU,AK,99801,,,
4373,U ALASKA KENAI PENINSULA,156 COLLEGE RD,,,SOLDOTNA,AK,99669,6400,,
4377,KAPIOLANI COMMUNITY COLLEGE,4303 DIAMOND HEAD RD #102,,,HONOLULU,HI,96816,4421,,
4378,KAUAI COMMUNITY COLLEGE,3-1901 KAUMUALII HWY,UNIVERSITY OF HAWAII,,LIHUE,HI,96766,,,
4379,UNIV OF ALASKA SOUTHEAST,KETCHIKAN CAMPUS,2600 SEVENTH,,KETCHIKAN,AK,99901,,,
4382,LAMAR COMMUNITY COLLEGE,2401 SOUTH MAIN,,,LAMAR,CO,81052,,,
4383,LASSEN COLLEGE,POST OFFICE BOX 3000,HIGHWAY 139,,SUSANVILLE,CA,96130,,,
4388,LONG BEACH CITY COLLEGE,4901 EAST CARSON STREET,,,LONG BEACH,CA,90808,,,
4391,LOS ANGELES CITY COLLEGE,855 NORTH VERMONT AVENUE,,,LOS ANGELES,CA,90029,,,
4396,LOS MEDANOS COLLEGE,2700 EAST LELAND DRIVE,,,PITTSBURG,CA,94565,,,
4398,LOS ANGELES PIERCE COLLEGE,6201 WINNETKA AVENUE,,,WOODLAND HILLS,CA,91371,,,
4400,LOS ANGELES TRADE-TECH COLLEGE,400 WEST WASHINGTON BOULEVARD,,,LOS ANGELES,CA,90015,,,
4402,LOWER COLUMBIA COLLEGE,1600 MAPLE,PO BOX 3010,,LONGVIEW,WA,98632,310,,
4404,LOS ANGELES MISSION COLLEGE,13356 ELDRIDGE AVE,,,KAGEL CANYON,CA,91342,3200,,
4406,LANEY COLLEGE,900 FALLON STREET,,,OAKLAND,CA,94607,,,
4407,LANE COMMUNITY COLLEGE,4000 E 3OTH AVE,,,EUGENE,OR,97405,3731,,
4409,LOS ANGELES SOUTHWEST COLLEGE,1600 WEST IMPERIAL HIGHWAY,,,LOS ANGELES,CA,90047,,,
4410,LEEWARD COMMUNITY COLLEGE,96-045 ALA IKE,,,PEARL CITY,HI,96782,,,
4413,LINN-BENTON COMMUNITY COLLEGE,6500 S W PACIFIC BLVD,,,ALBANY,OR,97321,,,
4420,LAKE TAHOE COMMUNITY COLLEGE,ONE COLLEGE DR.,,,SOUTH LK TAHOE,CA,96150,,,
4457,FASHION INST DESIGN MRCHNDSNG,919 SOUTH GRAND AVENUE,,,LOS ANGELES,CA,90015,,,
4486,MODESTO JUNIOR COLLEGE,435 COLLEGE AVE,TESTING CENTER,,MODESTO,CA,95350,,,
4490,MONTEREY PENINSULA COLLEGE,980 FREMONT BOX 1231,,,MONTEREY,CA,93940,,,
4494,MOUNT SAN ANTONIO COLLEGE,1100 NORTH GRAND AVENUE,,,WALNUT,CA,91789,,,
4500,MERCED COLLEGE,3600 M STREET,,,MERCED,CA,95340,,,
4501,MOUNT SAN JACINTO COLLEGE,28237 LA PIEDRA RD,,,MENIFEE,CA,92584,,,
4502,MERRITT COLLEGE,12500 CAMPUS DRIVE,,,OAKLAND,CA,94619,,,
4508,MOUNT HOOD COMMUNITY COLLEGE,26000 SE STARK STREET,,,GRESHAM,OR,97030,,,
4509,UNIV OF ALASKA ANCHORAGE,MAT-SU COLLEGE,PO BOX 2889,,PALMER,AK,99645,2889,,
4510,MAUI COMMUNITY COLLEGE,310 KAAHUMANU AVENUE,,,KAHULUI,HI,96732,,,
4513,MESA COMMUNITY COLLEGE,1833 WEST SOUTHERN AVENUE,,,MESA,AZ,85202,,,
4515,MARYMOUNT-PALOS VERDES COLL,30800 PALOS VERDES DR EAST,,,RANCHO PALOS VER,CA,90275,6299,,
4517,MENDOCINO COLLEGE,1000 HENSLEY CREEK ROAD,,,UKIAH,CA,95482,,,
4520,MOUNT SAINT MARYS COLL-DOHENY,10 CHESTER PLACE,,,LOS ANGELES,CA,90007,,,
4530,NAPA VALLEY COLLEGE,2277 NAPA VALLEJO HWY,,,NAPA,CA,94558,,,
4536,SHERIDAN COLLEGE,PO BOX 1500,,,SHERIDAN,WY,82801,,,
4537,NORTHEASTERN JUNIOR COLLEGE,100 COLLEGE DR,,,STERLING,CO,80751,,,
4539,NORTH IDAHO COLLEGE,1000 WEST GARDEN,,,COEUR D ALENE,ID,83814,,,
4547,NEW MEXICO ST UNIV CARLSBAD,1500 UNIVERSITY DRIVE,,,CARLSBAD,NM,88220,,,
4550,DINE COLLEGE,1 CIRCLE DR,ROUTE 12,,TSAILE,AZ,86556,,,
4553,NEW MEXICO JUNIOR COLLEGE,5317 N LOVINGTON HWY,,,HOBBS,NM,88240,9121,,
4554,NORTH SEATTLE COMMUNITY COLL,9600 COLLEGE WAY NORTH,,,SEATTLE,WA,98103,,,
4578,SOUTH PUGET SOUND CMTY COLL,2011 MOTTMAN ROAD SOUTHWEST,,,OLYMPIA,WA,98502,,,
4579,OHLONE COLLEGE,43600 MISSION BOULEVARD,,,FREMONT,CA,94539,,,
4582,MIRA COSTA COLLEGE,ONE BARNARD DRIVE,,,OCEANSIDE,CA,92056,,,
4583,OLYMPIC COLLEGE,1600 CHESTER AVENUE,,,BREMERTON,WA,98337,1699,,
4584,ORANGE COAST COLLEGE,2701 FAIRVIEW ROAD,POST OFFICE BOX 5005,,COSTA MESA,CA,92626,,,
4591,OXNARD COLLEGE,4000 SOUTH ROSE AVENUE,,,OXNARD,CA,93033,,,
4602,PALOMAR COLLEGE,1140 W. MISSION AVENUE,,,SAN MARCOS,CA,92069,,,
4603,PALO VERDE COLLEGE,1 COLLEGE DR,,,BLYTHE,CA,92225,9561,,
4604,PASADENA CITY COLLEGE,1570 EAST COLORADO BOULEVARD,,,PASADENA,CA,91106,,,
4606,PHOENIX COLLEGE,1202 WEST THOMAS ROAD,,,PHOENIX,AZ,85013,,,
4608,PORTERVILLE COLLEGE,900 SOUTH MAIN STREET,,,PORTERVILLE,CA,93257,,,
4617,PORTLAND COMMUNITY COLLEGE,12000 SOUTH WEST 49TH AVENUE,,,PORTLAND,OR,97219,,,
4623,PIMA COMMUNITY COLLEGE DIST,4907 E BROADWAY BLVD,,,TUCSON,AZ,85709,1010,,
4634,PUEBLO COMMUNITY COLLEGE,900 WEST ORMAN AVENUE,,,PUEBLO,CO,81004,,,
4636,PRINCE WILLIAM SOUND CMTY COLL,PO BOX 97,,,VALDEZ,AK,99686,97,,
4655,REEDLEY COLLEGE,995 N REED AVE,ASSESSMENT,,REEDLEY,CA,93654,,,
4657,BRIGHAM YOUNG UNIV,525 S CENTER ST,,,REXBURG,ID,83460,,,
4658,RIVERSIDE COMMUNITY COLLEGE,4800 MAGNOLIA AVENUE,,,RIVERSIDE,CA,92506,,,
4662,EASTERN NEW MEXICO UNV ROSWELL,ROSWELL CAMPUS BOX 6000,,,ROSWELL,NM,88202,,,
4663,RIO HONDO COLLEGE,3600 WORKMAN MILL ROAD,,,WHITTIER,CA,90608,,,
4665,COLORADO NORTHWESTERN CMTY COL,500 KENNEDY DR,,,RANGELY,CO,81648,3502,,
4670,SACRAMENTO CITY COLLEGE,3835 FREEPORT BOULEVARD,,,SACRAMENTO,CA,95822,,,
4678,GAVILAN COMMUNITY COLL,5055 SANTA TERESA BOULEVARD,,,GILROY,CA,95020,,,
4679,SAN BERNARDINO VALLEY COLLEGE,701 SOUTH MT VERNON AVENUE,,,SAN BERNARDINO,CA,92410,,,
4686,SAN JOSE CITY COLLEGE,2100 MOORPARK AVENUE,,,SAN JOSE,CA,95128,,,
4689,SANTA ANA COLLEGE,1530 W. 17TH STREET,,,SANTA ANA,CA,92706,,,
4690,SANTA BARBARA CITY COLLEGE,721 CLIFF DR,,,SANTA BARBARA,CA,93109,2312,,
4691,SANTA MONICA COLLEGE,1900 PICO BOULEVARD,,,SANTA MONICA,CA,90405,,,
4692,SANTA ROSA JUNIOR COLLEGE,1501 MENDOCINO AVENUE,,,SANTA ROSA,CA,95401,,,
4696,SHASTA COLLEGE,11555 NORTH OLD OREGON TRAIL,POST OFFICE BOX 496006,,REDDING,CA,96049,,,
